NLL.Sum,NLL.Mean
inf,inf
42473.60662415463,2.572260861738161
40439.813320847345,2.449550536557386
38780.47651568596,2.349374161253087
37410.40741692583,2.2666207676960957
36264.190301216084,2.197376592811361
35291.304866421066,2.1386242009924255
34456.075717498745,2.088218675949771
33735.10302726709,2.0447323548914476
33110.76133708971,2.0070860913735578
32569.01247626977,1.9744208434402764
