bandwidth,start_time_elapsed
1.52564,0.0
1.362088,5.0
1.499216,10.0
1.521488,15.0
1.406144,20.0
1.525944,25.0
1.51932,30.0
1.377392,35.0
1.321,40.0
1.528936,45.0
1.507016,50.0
1.482888,55.0
1.381392,60.0
1.493088,65.0
1.328224,70.0
1.359424,75.0
1.402464,80.0
1.416128,85.0
1.496552,90.0
1.54788,95.0
1.467848,100.0
1.505128,105.0
1.41196,110.0
1.480568,115.0
2.423416,120.0
2.07424,125.0
2.523288,130.0
2.44696,135.0
2.027976,140.0
2.540408,145.0
2.462112,150.0
2.522416,155.0
2.412568,160.0
2.491928,165.0
2.342784,170.0
2.467368,175.0
2.48436,180.0
2.405432,185.0
2.46508,190.0
2.504856,195.0
2.492832,200.0
2.488928,205.0
2.454632,210.0
2.466392,215.0
2.5076,220.0
2.520392,225.0
2.397896,230.0
2.480528,235.0
2.020216,240.0
1.507712,245.0
2.495688,250.0
2.4736,255.0
2.456792,260.0
2.489608,265.0
2.505288,270.0
2.53148,275.0
2.53224,280.0
2.52776,285.0
2.5364,290.0
