size,trans_time,cwnd,rtt,rto,ssthresh,last_snd,min_rtt,delivery_rate,start_time_elapsed,end_time_elapsed,throughput
30.382,261.0,10.0,86.73599999999999,288.0,2147483647.0,0.116,83.081,0.103128,0.0,0.261,0.9312490421455939
20.288,162.0,24.0,119.442,320.0,24.0,0.14,83.081,1.36796,0.261,0.423,1.0018765432098766
56.755,353.0,24.0,106.659,308.0,24.0,0.112,83.081,1.36796,0.424,0.777,1.2862322946175637
55.635000000000005,327.0,26.0,146.53199999999998,348.0,24.0,0.16,83.081,1.7546240000000002,0.778,1.105,1.3611009174311928
44.464,251.0,28.0,142.111,344.0,24.0,0.152,83.081,2.09552,1.105,1.356,1.417179282868526
44.82,255.0,29.0,123.896,324.0,24.0,0.144,83.081,2.203272,1.356,1.611,1.4061176470588235
51.41499999999999,278.0,31.0,135.31199999999998,336.0,24.0,0.16,83.081,2.161528,1.612,1.89,1.4795683453237407
53.125,284.0,33.0,138.264,340.0,24.0,0.16,83.081,2.209672,1.89,2.174,1.4964788732394365
924.046,3231.0,35.0,144.035,348.0,24.0,0.172,83.081,2.161752,2.177,5.408,2.2879504797276384
95.183,411.0,67.0,308.681,512.0,24.0,0.316,83.081,2.301232,5.408,5.819,1.8527104622871047
901.053,3211.0,67.0,180.538,384.0,24.0,0.216,83.081,2.408992,5.822,9.033,2.2449156026160075
45.925,251.0,146.0,591.7470000000001,792.0,24.0,0.604,83.081,2.290648,9.034,9.285,1.4637450199203186
881.81,3167.0,146.0,180.752,524.0,24.0,0.168,83.081,2.259352,9.305,12.472,2.2274960530470476
877.0450000000001,3039.0,310.0,1146.993,1416.0,24.0,1.164,83.081,2.303912,12.476,15.515,2.308772622573215
47.112,247.0,498.0,1674.157,2216.0,24.0,1.692,83.081,2.37624,15.515,15.762,1.5258947368421054
895.396,3106.0,498.0,297.308,1348.0,24.0,0.168,83.081,2.37624,15.765,18.871,2.3062356728911784
46.067,243.0,677.0,2438.407,3428.0,24.0,2.44,83.081,2.379128,18.872,19.115,1.5166090534979424
1065.802,3682.0,677.0,374.154,1876.0,24.0,0.584,83.081,2.379128,19.55,23.232,2.3157023356871265
55.761,279.0,869.0,3289.724,4712.0,24.0,3.304,83.081,2.384536,23.233,23.512,1.5988817204301076
1049.17,3650.0,869.0,360.91,2472.0,24.0,0.172,83.081,2.442664,23.516,27.166,2.299550684931507
57.586,282.0,869.0,3387.657,5132.0,24.0,3.456,83.081,2.359312,27.166,27.448,1.633645390070922
897.355,3106.0,869.0,338.52500000000003,2644.0,24.0,0.164,83.081,2.431096,27.452,30.558,2.311281390856407
856.956,3086.0,869.0,2877.604,4752.0,24.0,2.94,83.081,2.3822,30.56,33.646,2.2215320803629295
52.572,285.0,869.0,2649.708,4356.0,24.0,2.728,83.081,2.284424,33.647,33.932,1.4757052631578949
641.414,2434.0,869.0,362.995,2196.0,24.0,0.208,83.081,2.284424,33.934,36.368,2.1081807723911257
707.429,2530.0,869.0,2222.108,3868.0,24.0,2.292,83.081,2.200368,36.37,38.9,2.2369296442687747
44.752,235.0,869.0,2133.75,3684.0,24.0,2.208,83.081,2.338696,38.901,39.136,1.523472340425532
1068.161,3679.0,869.0,383.39,1864.0,24.0,0.592,83.081,2.338696,39.55,43.229,2.3227203044305518
62.352,295.0,869.0,3403.981,4808.0,24.0,3.48,83.081,2.385576,43.229,43.524,1.6909016949152542
1023.238,3527.0,869.0,315.954,2636.0,24.0,0.176,83.081,2.46072,43.527,47.054,2.3209254323787922
51.377,268.0,869.0,3280.8480000000004,5136.0,24.0,3.348,83.081,2.389784,47.054,47.322,1.5336417910447762
708.868,2570.0,869.0,389.788,2624.0,24.0,0.384,83.081,2.374064,47.548,50.118,2.2065929961089497
