bandwidth,start_time_elapsed
4.506512,0.0
4.861608,5.0
4.83776,10.0
4.927136,15.0
4.881088,20.0
4.532128,25.0
4.579296,30.0
4.549144,35.0
4.831728,40.0
4.944032,45.0
4.906992,50.0
4.866776,55.0
4.905384,60.0
4.475072,65.0
4.830144,70.0
4.575104,75.0
4.843088,80.0
4.846032,85.0
4.891904,90.0
4.8492,95.0
4.902528,100.0
4.46552,105.0
4.816336,110.0
4.862832,115.0
4.892944,120.0
4.793256,125.0
4.878792,130.0
4.471152,135.0
3.389592,140.0
4.185872,145.0
4.8628,150.0
4.877952,155.0
4.59748,160.0
4.965704,165.0
4.871912,170.0
4.832592,175.0
4.74592,180.0
4.507304,185.0
4.87572,190.0
4.627264,195.0
4.881152,200.0
4.838208,205.0
4.496368,210.0
4.231944,215.0
4.824744,220.0
4.911248,225.0
4.95152,230.0
4.242352,235.0
4.803536,240.0
4.929328,245.0
4.8892,250.0
4.369968,255.0
4.928752,260.0
4.531768,265.0
3.505024,270.0
4.424848,275.0
4.964824,280.0
4.935448,285.0
4.912736,290.0
