start_time,end_time,size,trans_time,cwnd,rtt,rto,ssthresh,last_snd,min_rtt,delivery_rate,bytes_sent,bytes_retrans,client_trans_time
2020-08-25T05:31:06.209999Z,2020-08-25T05:31:06.337999Z,7.755,128.0,14.0,64.356,0.0,0.0,0.0,41.701,0.008636375,0.0,0.0,0.0
2020-08-25T05:31:06.337999Z,2020-08-25T05:31:06.452000Z,13.89,114.0,36.0,55.502,0.0,0.0,0.0,41.701,0.039589375,0.0,0.0,0.0
2020-08-25T05:31:06.452000Z,2020-08-25T05:31:06.577999Z,5.947,126.0,42.0,60.836,0.0,0.0,0.0,39.912,0.054083375,0.0,0.0,0.0
2020-08-25T05:31:06.577999Z,2020-08-25T05:31:06.848000Z,46.537,270.0,42.0,57.852,0.0,0.0,0.0,39.912,0.054083375,0.0,0.0,0.0
2020-08-25T05:31:06.849000Z,2020-08-25T05:31:07.717000Z,412.123,868.0,51.0,111.665,0.0,0.0,0.0,39.912,0.0682815,0.0,0.0,0.0
2020-08-25T05:31:07.719000Z,2020-08-25T05:31:10.487000Z,1431.487,2768.0,40.0,73.006,0.0,0.0,0.0,39.912,0.03774025,0.0,0.0,0.0
2020-08-25T05:31:10.488000Z,2020-08-25T05:31:11.639000Z,578.677,1151.0,40.0,102.07,0.0,0.0,0.0,39.912,0.06695175,0.0,0.0,0.0
2020-08-25T05:31:11.640000Z,2020-08-25T05:31:12.557000Z,457.963,917.0,40.0,107.214,0.0,0.0,0.0,39.912,0.066220375,0.0,0.0,0.0
2020-08-25T05:31:12.559000Z,2020-08-25T05:31:14.124000Z,795.113,1565.0,40.0,107.327,0.0,0.0,0.0,39.912,0.065557375,0.0,0.0,0.0
2020-08-25T05:31:14.125000Z,2020-08-25T05:31:15.584000Z,747.984,1459.0,38.0,101.432,0.0,0.0,0.0,39.912,0.06214925,0.0,0.0,0.0
2020-08-25T05:31:15.585000Z,2020-08-25T05:31:16.447000Z,414.571,862.0,40.0,99.423,0.0,0.0,0.0,39.912,0.066864375,0.0,0.0,0.0
2020-08-25T05:31:16.448000Z,2020-08-25T05:31:17.656000Z,532.953,1208.0,4.0,110.921,0.0,0.0,0.0,39.912,0.059156625,0.0,0.0,0.0
2020-08-25T05:31:17.656999Z,2020-08-25T05:31:19.136000Z,758.908,1479.0,40.0,102.169,0.0,0.0,0.0,39.452,0.0623965,0.0,0.0,0.0
2020-08-25T05:31:19.137999Z,2020-08-25T05:31:21.427000Z,1135.132,2289.0,38.0,101.025,0.0,0.0,0.0,39.452,0.065770125,0.0,0.0,0.0
2020-08-25T05:31:21.428000Z,2020-08-25T05:31:23.591000Z,1111.857,2163.0,38.0,97.696,0.0,0.0,0.0,39.452,0.065014,0.0,0.0,0.0
