size,trans_time,cwnd,rtt,rto,ssthresh,last_snd,min_rtt,delivery_rate,start_time_elapsed,end_time_elapsed,throughput
30.382,303.0,10.0,84.87599999999999,288.0,2147483647.0,0.088,84.873,0.136432,0.0,0.303,0.8021650165016502
20.288,192.0,32.0,130.547,332.0,2147483647.0,0.164,84.873,1.136392,0.304,0.496,0.8453333333333334
56.755,378.0,32.0,139.117,340.0,2147483647.0,0.168,84.873,1.136392,0.497,0.875,1.2011640211640213
55.635000000000005,372.0,72.0,230.921,480.0,2147483647.0,0.272,84.873,1.5444400000000005,0.875,1.247,1.1964516129032259
44.464,304.0,78.0,256.413,508.0,78.0,0.316,84.873,1.5444400000000005,1.248,1.552,1.1701052631578948
44.82,308.0,78.0,197.448,472.0,78.0,0.232,84.873,1.5444400000000005,1.552,1.86,1.1641558441558442
51.41499999999999,338.0,78.0,205.503,480.0,78.0,0.252,84.873,1.5444400000000005,1.861,2.199,1.2169230769230768
53.125,347.0,78.0,220.222,476.0,78.0,0.272,84.873,1.5444400000000005,2.199,2.546,1.2247838616714697
924.046,4584.0,78.0,220.379,464.0,78.0,0.272,84.873,1.5444400000000005,2.549,7.133,1.61264572425829
95.183,502.0,109.0,649.629,880.0,78.0,0.66,84.873,1.7894239999999997,7.134,7.636,1.5168605577689245
46.055,282.0,109.0,227.47,588.0,78.0,0.276,84.873,1.888552,7.637,7.919,1.3065248226950354
879.41,3957.0,109.0,197.501,556.0,78.0,0.236,84.873,1.888552,7.922,11.879,1.7779327773565832
46.572,300.0,224.0,1099.938,1372.0,78.0,1.124,84.873,1.795728,11.88,12.18,1.2419200000000001
877.0450000000001,4127.0,224.0,252.261,940.0,78.0,0.184,84.873,1.791472,12.183,16.31,1.7001114611097652
47.112,307.0,294.0,1921.554,2476.0,78.0,1.952,84.873,1.746984,16.311,16.618,1.2276742671009773
895.396,4242.0,294.0,293.262,1540.0,78.0,0.16,84.873,1.790144,16.621,20.863,1.6886298915605846
46.067,302.0,595.0,2625.593,3580.0,78.0,2.652,84.873,1.729152,20.864,21.166,1.220317880794702
62.334,385.0,595.0,419.683,2116.0,78.0,0.192,84.873,1.795112,21.167,21.552,1.2952519480519482
1118.415,5371.0,595.0,301.984,1912.0,78.0,0.364,84.873,1.795112,21.556,26.927,1.6658573822379446
57.513,352.0,932.0,4232.485,5484.0,78.0,4.264,84.873,1.698608,26.928,27.28,1.3071136363636364
57.586,346.0,932.0,425.512,3140.0,78.0,0.212,84.873,1.791264,27.28,27.626,1.3314682080924856
897.355,4277.0,932.0,277.746,2844.0,78.0,0.336,84.873,1.791264,27.629,31.906,1.6784755669862053
47.429,355.0,932.0,4017.95,5824.0,78.0,4.136,84.873,1.718392,31.907,32.262,1.0688225352112677
890.832,4893.0,932.0,549.661,3364.0,78.0,0.256,84.873,1.718392,32.265,37.158,1.4565003065603923
31.812,244.0,932.0,4572.996,7148.0,78.0,4.664,84.873,1.48612,37.158,37.402,1.043016393442623
36.912,267.0,932.0,1033.677,4164.0,78.0,0.172,84.873,1.48612,37.403,37.67,1.1059775280898876
828.091,4084.0,932.0,329.295,3480.0,78.0,0.252,84.873,1.48612,37.673,41.757,1.6221175318315377
58.373000000000005,353.0,932.0,3843.305,6408.0,78.0,3.928,84.873,1.666072,41.757,42.11,1.322900849858357
1037.055,4837.0,932.0,408.103,3048.0,78.0,0.232,84.873,1.773896,42.114,46.951,1.7152036386189788
58.096,376.0,932.0,4537.355,6672.0,78.0,4.632,84.873,1.750528,46.952,47.328,1.2360851063829787
51.377,338.0,932.0,454.869,3572.0,78.0,0.232,84.873,1.6523360000000002,47.329,47.667,1.2160236686390533
708.868,3627.0,932.0,278.1,3256.0,78.0,0.328,84.873,1.6523360000000002,47.67,51.297,1.5635357044389304
46.718,325.0,932.0,3410.833,5480.0,78.0,3.508,84.873,1.606944,51.297,51.622,1.1499815384615386
1373.604,6778.0,932.0,522.128,2916.0,78.0,0.24,84.873,1.606944,51.626,58.404,1.6212499262319269
46.483,308.0,932.0,6384.375,8612.0,78.0,6.484,84.873,1.64672,58.404,58.712,1.2073506493506492
46.289,305.0,932.0,776.783,5108.0,78.0,0.152,84.873,1.777656,58.713,59.018,1.2141377049180329
44.901,298.0,932.0,284.284,4616.0,78.0,0.288,84.873,1.777656,59.019,59.317,1.2053959731543624
1122.816,5890.0,932.0,238.254,4284.0,78.0,0.548,84.873,1.777656,59.573,65.463,1.5250471986417657
50.07900000000001,364.0,932.0,5634.731000000001,8084.0,78.0,5.736,84.873,1.550568,65.464,65.828,1.100637362637363
58.996,401.0,932.0,663.049,4532.0,78.0,0.216,84.873,1.49736,65.829,66.23,1.1769775561097258
1093.249,5443.0,932.0,325.617,4188.0,78.0,0.38,84.873,1.49736,66.234,71.677,1.606832996509278
56.11,345.0,932.0,5159.003000000001,7916.0,78.0,5.252,84.873,1.636552,71.678,72.023,1.3011014492753623
50.957,319.0,932.0,503.557,4036.0,78.0,0.2,84.873,1.7976319999999997,72.024,72.343,1.2779184952978058
918.725,4386.0,932.0,261.127,3756.0,78.0,0.304,84.873,1.7976319999999997,72.346,76.732,1.6757409940720476
54.23,376.0,932.0,4144.027999999999,6568.0,78.0,4.244,84.873,1.713912,76.733,77.109,1.1538297872340424
43.436,313.0,932.0,477.169,3360.0,78.0,0.244,84.873,1.5941040000000002,77.11,77.423,1.110185303514377
978.867,5052.0,932.0,260.79400000000004,2892.0,78.0,0.448,84.873,1.5941040000000002,77.573,82.625,1.5500665083135392
50.016,333.0,932.0,4809.004,6700.0,78.0,4.9,84.873,1.584768,82.625,82.958,1.2015855855855855
