bandwidth,start_time_elapsed
1.613328,0.0
1.667072,5.0
1.906392,10.0
1.809112,15.0
1.791624,20.0
1.754256,25.0
1.832256,30.0
1.505512,35.0
1.707872,40.0
1.840856,45.0
1.668424,50.0
1.6816,55.0
1.759792,60.0
1.551272,65.0
1.690648,70.0
1.800576,75.0
1.605768,80.0
1.72756,85.0
1.74216,90.0
1.83976,95.0
1.856744,100.0
1.922616,105.0
1.931048,110.0
1.919032,115.0
1.775936,120.0
1.835032,125.0
1.619616,130.0
2.008048,135.0
1.686112,140.0
1.864928,145.0
1.78932,150.0
2.09764,155.0
1.890616,160.0
1.784032,165.0
1.72016,170.0
1.9114,175.0
1.91596,180.0
1.66508,185.0
1.683832,190.0
1.727368,195.0
1.742984,200.0
1.722272,205.0
1.860648,210.0
1.720528,215.0
1.683296,220.0
1.698272,225.0
1.699112,230.0
1.656704,235.0
1.702856,240.0
1.762112,245.0
1.721488,250.0
1.647272,255.0
1.700096,260.0
1.639896,265.0
1.6616,270.0
1.552032,275.0
1.579592,280.0
1.65012,285.0
1.49952,290.0
